2013 Federal Election House of Representatives Two Candidate Preferred Flow of Preferences by Polling Place [17496 19/11/2013 10:14:27      ]
StateAb,DivisionId,DivisionNm,PPId,PPNm,FromCandidateId,FromCandidatePartyAb,FromCandidatePartyNm,FromCandidateSurname,FromCandidateGivenNm,FromCandidateBallotPosition,ToCandidateId,ToCandidatePartyAb,ToCandidatePartyNm,ToCandidateSurname,ToCandidateGivenNm,ToCandidateBallotPosition,TransferCount,TransferPercent
"ACT","102","Fraser","0","POSTAL","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","2297","49.030"
"ACT","102","Fraser","0","POSTAL","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","2388","50.970"
"ACT","102","Fraser","0","POSTAL","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","60","46.150"
"ACT","102","Fraser","0","POSTAL","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","70","53.850"
"ACT","102","Fraser","0","POSTAL","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","54","48.650"
"ACT","102","Fraser","0","POSTAL","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","57","51.350"
"ACT","102","Fraser","0","POSTAL","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","51","64.560"
"ACT","102","Fraser","0","POSTAL","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","28","35.440"
"ACT","102","Fraser","0","POSTAL","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","86","33.860"
"ACT","102","Fraser","0","POSTAL","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","168","66.140"
"ACT","102","Fraser","0","POSTAL","24890","GRN","Australian Greens","VERWEY","Adam","7","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","55","6.950"
"ACT","102","Fraser","0","POSTAL","24890","GRN","Australian Greens","VERWEY","Adam","7","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","736","93.050"
"ACT","102","Fraser","0","PRE_POLL","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","1735","43.120"
"ACT","102","Fraser","0","PRE_POLL","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","2289","56.880"
"ACT","102","Fraser","0","PRE_POLL","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","64","47.760"
"ACT","102","Fraser","0","PRE_POLL","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","70","52.240"
"ACT","102","Fraser","0","PRE_POLL","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","51","47.220"
"ACT","102","Fraser","0","PRE_POLL","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","57","52.780"
"ACT","102","Fraser","0","PRE_POLL","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","28","59.570"
"ACT","102","Fraser","0","PRE_POLL","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","19","40.430"
"ACT","102","Fraser","0","PRE_POLL","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","74","29.720"
"ACT","102","Fraser","0","PRE_POLL","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","175","70.280"
"ACT","102","Fraser","0","PRE_POLL","24890","GRN","Australian Greens","VERWEY","Adam","7","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","89","8.830"
"ACT","102","Fraser","0","PRE_POLL","24890","GRN","Australian Greens","VERWEY","Adam","7","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","919","91.170"
"ACT","102","Fraser","0","PROVISIONAL","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","71","31.840"
"ACT","102","Fraser","0","PROVISIONAL","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","152","68.160"
"ACT","102","Fraser","0","PROVISIONAL","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","6","50.000"
"ACT","102","Fraser","0","PROVISIONAL","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","6","50.000"
"ACT","102","Fraser","0","PROVISIONAL","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","12","60.000"
"ACT","102","Fraser","0","PROVISIONAL","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","8","40.000"
"ACT","102","Fraser","0","PROVISIONAL","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","3","50.000"
"ACT","102","Fraser","0","PROVISIONAL","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","3","50.000"
"ACT","102","Fraser","0","PROVISIONAL","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","2","12.500"
"ACT","102","Fraser","0","PROVISIONAL","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","14","87.500"
"ACT","102","Fraser","0","PROVISIONAL","24890","GRN","Australian Greens","VERWEY","Adam","7","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","34","87.180"
"ACT","102","Fraser","0","PROVISIONAL","24890","GRN","Australian Greens","VERWEY","Adam","7","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","5","12.820"
"ACT","102","Fraser","8801","Ainslie North","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","391","26.620"
"ACT","102","Fraser","8801","Ainslie North","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1078","73.380"
"ACT","102","Fraser","8801","Ainslie North","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","16","41.030"
"ACT","102","Fraser","8801","Ainslie North","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","23","58.970"
"ACT","102","Fraser","8801","Ainslie North","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","14","46.670"
"ACT","102","Fraser","8801","Ainslie North","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","16","53.330"
"ACT","102","Fraser","8801","Ainslie North","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","6","50.000"
"ACT","102","Fraser","8801","Ainslie North","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","6","50.000"
"ACT","102","Fraser","8801","Ainslie North","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","46","66.670"
"ACT","102","Fraser","8801","Ainslie North","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","23","33.330"
"ACT","102","Fraser","8801","Ainslie North","24890","GRN","Australian Greens","VERWEY","Adam","7","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","458","93.470"
"ACT","102","Fraser","8801","Ainslie North","24890","GRN","Australian Greens","VERWEY","Adam","7","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","32","6.530"
"ACT","102","Fraser","8802","Braddon","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","784","68.000"
"ACT","102","Fraser","8802","Braddon","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","369","32.000"
"ACT","102","Fraser","8802","Braddon","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","18","54.550"
"ACT","102","Fraser","8802","Braddon","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","15","45.450"
"ACT","102","Fraser","8802","Braddon","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","11","40.740"
"ACT","102","Fraser","8802","Braddon","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","16","59.260"
"ACT","102","Fraser","8802","Braddon","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","4","50.000"
"ACT","102","Fraser","8802","Braddon","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","4","50.000"
"ACT","102","Fraser","8802","Braddon","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","63","74.120"
"ACT","102","Fraser","8802","Braddon","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","22","25.880"
"ACT","102","Fraser","8802","Braddon","24890","GRN","Australian Greens","VERWEY","Adam","7","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","319","93.000"
"ACT","102","Fraser","8802","Braddon","24890","GRN","Australian Greens","VERWEY","Adam","7","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","24","7.000"
"ACT","102","Fraser","8803","Aranda","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","494","31.550"
"ACT","102","Fraser","8803","Aranda","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1072","68.450"
"ACT","102","Fraser","8803","Aranda","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","19","43.180"
"ACT","102","Fraser","8803","Aranda","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","25","56.820"
"ACT","102","Fraser","8803","Aranda","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","11","31.430"
"ACT","102","Fraser","8803","Aranda","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","24","68.570"
"ACT","102","Fraser","8803","Aranda","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","13","72.220"
"ACT","102","Fraser","8803","Aranda","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","5","27.780"
"ACT","102","Fraser","8803","Aranda","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","51","68.920"
"ACT","102","Fraser","8803","Aranda","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","23","31.080"
"ACT","102","Fraser","8803","Aranda","24890","GRN","Australian Greens","VERWEY","Adam","7","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","458","93.470"
"ACT","102","Fraser","8803","Aranda","24890","GRN","Australian Greens","VERWEY","Adam","7","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","32","6.530"
"ACT","102","Fraser","8804","Ainslie South","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","262","68.770"
"ACT","102","Fraser","8804","Ainslie South","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","119","31.230"
"ACT","102","Fraser","8804","Ainslie South","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","2","20.000"
"ACT","102","Fraser","8804","Ainslie South","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","8","80.000"
"ACT","102","Fraser","8804","Ainslie South","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","4","80.000"
"ACT","102","Fraser","8804","Ainslie South","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1","20.000"
"ACT","102","Fraser","8804","Ainslie South","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","4","80.000"
"ACT","102","Fraser","8804","Ainslie South","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1","20.000"
"ACT","102","Fraser","8804","Ainslie South","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","27","79.410"
"ACT","102","Fraser","8804","Ainslie South","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","7","20.590"
"ACT","102","Fraser","8804","Ainslie South","24890","GRN","Australian Greens","VERWEY","Adam","7","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","8","6.840"
"ACT","102","Fraser","8804","Ainslie South","24890","GRN","Australian Greens","VERWEY","Adam","7","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","109","93.160"
"ACT","102","Fraser","8805","Belconnen","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1057","64.450"
"ACT","102","Fraser","8805","Belconnen","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","583","35.550"
"ACT","102","Fraser","8805","Belconnen","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","23","44.230"
"ACT","102","Fraser","8805","Belconnen","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","29","55.770"
"ACT","102","Fraser","8805","Belconnen","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","28","47.460"
"ACT","102","Fraser","8805","Belconnen","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","31","52.540"
"ACT","102","Fraser","8805","Belconnen","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","25","62.500"
"ACT","102","Fraser","8805","Belconnen","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","15","37.500"
"ACT","102","Fraser","8805","Belconnen","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","64","64.650"
"ACT","102","Fraser","8805","Belconnen","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","35","35.350"
"ACT","102","Fraser","8805","Belconnen","24890","GRN","Australian Greens","VERWEY","Adam","7","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","371","86.680"
"ACT","102","Fraser","8805","Belconnen","24890","GRN","Australian Greens","VERWEY","Adam","7","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","57","13.320"
"ACT","102","Fraser","8806","Campbell","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","793","56.440"
"ACT","102","Fraser","8806","Campbell","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","612","43.560"
"ACT","102","Fraser","8806","Campbell","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","15","62.500"
"ACT","102","Fraser","8806","Campbell","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","9","37.500"
"ACT","102","Fraser","8806","Campbell","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","11","35.480"
"ACT","102","Fraser","8806","Campbell","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","20","64.520"
"ACT","102","Fraser","8806","Campbell","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","9","60.000"
"ACT","102","Fraser","8806","Campbell","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","6","40.000"
"ACT","102","Fraser","8806","Campbell","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","64","57.140"
"ACT","102","Fraser","8806","Campbell","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","48","42.860"
"ACT","102","Fraser","8806","Campbell","24890","GRN","Australian Greens","VERWEY","Adam","7","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","216","87.100"
"ACT","102","Fraser","8806","Campbell","24890","GRN","Australian Greens","VERWEY","Adam","7","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","32","12.900"
"ACT","102","Fraser","8807","Charnwood","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","1422","63.450"
"ACT","102","Fraser","8807","Charnwood","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","819","36.550"
"ACT","102","Fraser","8807","Charnwood","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","32","54.240"
"ACT","102","Fraser","8807","Charnwood","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","27","45.760"
"ACT","102","Fraser","8807","Charnwood","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","43","52.440"
"ACT","102","Fraser","8807","Charnwood","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","39","47.560"
"ACT","102","Fraser","8807","Charnwood","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","21","58.330"
"ACT","102","Fraser","8807","Charnwood","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","15","41.670"
"ACT","102","Fraser","8807","Charnwood","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","54","64.290"
"ACT","102","Fraser","8807","Charnwood","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","30","35.710"
"ACT","102","Fraser","8807","Charnwood","24890","GRN","Australian Greens","VERWEY","Adam","7","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","226","79.860"
"ACT","102","Fraser","8807","Charnwood","24890","GRN","Australian Greens","VERWEY","Adam","7","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","57","20.140"
"ACT","102","Fraser","8808","City","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","638","67.440"
"ACT","102","Fraser","8808","City","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","308","32.560"
"ACT","102","Fraser","8808","City","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","14","56.000"
"ACT","102","Fraser","8808","City","24908","DEM","Australian Democrats","CHURCHILL","Darren Mark","1","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","11","44.000"
"ACT","102","Fraser","8808","City","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","4","25.000"
"ACT","102","Fraser","8808","City","24246","PUP","Palmer United Party","ALCAZAR","Freddy Alejandro","4","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","12","75.000"
"ACT","102","Fraser","8808","City","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","6","40.000"
"ACT","102","Fraser","8808","City","24251","RUA","Rise Up Australia Party","ROSS","Jill Elizabeth","5","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","9","60.000"
"ACT","102","Fraser","8808","City","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","63","79.750"
"ACT","102","Fraser","8808","City","24135","BTA","Bullet Train For Australia","HUGGINS","Sam","6","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","16","20.250"
"ACT","102","Fraser","8808","City","24890","GRN","Australian Greens","VERWEY","Adam","7","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","367","92.210"
"ACT","102","Fraser","8808","City","24890","GRN","Australian Greens","VERWEY","Adam","7","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","31","7.790"
"ACT","102","Fraser","8809","Dickson","0","","","First Preferences","","0","24147","ALP","Australian Labor Party (ACT Branch)","LEIGH","Andrew","3","521","65.290"
"ACT","102","Fraser","8809","Dickson","0","","","First Preferences","","0","24865","LP","Liberal Party of Australia - ACT Division","LEE","Elizabeth","2","277","34.710"
